DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN
2006-05-10,26006.0,7.7,24.5,0.92,2.3,0.0
2006-05-11,25402.0,6.1,25.4,0.97,1.3,0.0
2006-05-12,23069.0,9.0,24.6,1.14,1.5,0.0
2006-05-13,21254.0,8.4,21.7,1.16,2.0,0.0
2006-05-14,19699.0,9.4,17.6,0.93,1.8,0.0
2006-05-15,15811.0,8.7,21.2,1.21,2.7,0.3
2006-05-16,12442.0,12.0,18.5,1.41,3.1,0.0
2006-05-17,17712.0,10.4,20.0,1.37,2.1,2.7
2006-05-18,16502.0,11.8,18.5,1.42,4.3,10.0
2006-05-19,5443.0,10.5,14.5,1.26,5.9,8.8
2006-05-20,8640.0,9.2,15.8,1.25,5.3,34.3
2006-05-21,10973.0,11.2,16.8,1.34,4.3,3.3
2006-05-22,14429.0,12.1,19.4,1.25,5.4,3.9
2006-05-23,16243.0,7.6,13.9,1.02,4.0,3.9
2006-05-24,14342.0,6.9,14.3,1.06,4.9,11.2
2006-05-25,8294.0,5.7,14.0,1.16,2.5,4.8
2006-05-26,5530.0,6.1,14.7,1.37,3.1,13.3
2006-05-27,4234.0,13.0,15.7,1.54,3.9,4.4
2006-05-28,18490.0,10.8,15.6,0.36,4.1,1.1
2006-05-29,17194.0,6.6,15.5,0.98,2.8,7.4
2006-05-30,18230.0,4.4,13.4,0.88,2.6,1.7
2006-05-31,8381.0,4.9,12.1,1.01,2.4,2.5
2006-06-01,15379.0,5.5,13.6,0.92,2.6,0.4
2006-06-02,28426.0,2.7,18.0,0.99,1.3,0.0
2006-06-03,15466.0,8.3,19.7,1.28,2.1,0.0
2006-06-04,23328.0,6.5,17.0,0.96,1.6,0.0
2006-06-05,20390.0,3.7,15.5,0.98,1.6,0.1
2006-06-06,26957.0,2.7,18.1,1.01,1.4,0.0
2006-06-07,21946.0,4.2,20.4,1.05,1.1,0.0
2006-06-08,28253.0,5.0,23.7,1.05,1.2,0.0
2006-06-09,27475.0,7.9,25.8,1.2,1.6,0.0
2006-06-10,27994.0,9.9,27.3,1.26,2.4,0.0
2006-06-11,29203.0,17.0,28.9,1.4,2.8,0.0
2006-06-12,29635.0,16.3,29.4,1.26,2.8,0.0
2006-06-13,26093.0,15.5,31.9,1.74,1.3,0.0
2006-06-14,13997.0,13.2,21.2,1.8,2.1,3.8
2006-06-15,3888.0,11.2,15.7,1.48,1.8,6.5
2006-06-16,16762.0,9.7,18.0,1.12,1.5,0.0
2006-06-17,28426.0,9.8,23.9,1.18,1.2,0.0
2006-06-18,22982.0,11.3,28.1,1.57,1.6,0.0
2006-06-19,22291.0,15.3,23.9,1.79,3.1,0.0
2006-06-20,21082.0,15.3,22.2,1.56,2.8,0.0
2006-06-21,6048.0,12.8,19.5,1.47,4.7,0.1
2006-06-22,12528.0,11.4,18.7,1.2,4.1,0.0
2006-06-23,15552.0,9.6,20.3,1.31,1.5,0.0
2006-06-24,20131.0,8.5,24.4,1.29,1.4,0.0
2006-06-25,7344.0,11.8,23.3,1.77,1.5,8.9
2006-06-26,4147.0,13.0,19.1,1.75,3.7,0.1
2006-06-27,12874.0,11.2,18.9,1.36,1.8,0.0
2006-06-28,24883.0,7.5,21.4,1.2,1.3,0.0
2006-06-29,26870.0,9.1,24.4,1.19,1.6,0.0
2006-06-30,27562.0,13.1,27.9,1.61,1.4,0.0
2006-07-01,29117.0,11.4,29.2,1.36,2.2,0.0
2006-07-02,28339.0,15.0,29.9,1.42,2.9,0.0
2006-07-03,29290.0,17.2,29.6,1.28,2.9,0.0
2006-07-04,27216.0,14.9,32.4,1.64,1.6,0.0
2006-07-05,20650.0,17.2,29.2,1.98,1.8,0.0
2006-07-06,20736.0,18.1,27.2,2.03,1.7,20.1
2006-07-07,15725.0,17.4,23.4,2.05,2.1,0.0
2006-07-08,19699.0,16.5,23.5,1.68,2.1,0.1
2006-07-09,16848.0,16.3,25.5,1.72,3.8,0.0
2006-07-10,23328.0,15.0,25.0,1.67,2.2,0.0
2006-07-11,14342.0,11.4,24.4,1.98,1.7,0.3
2006-07-12,27648.0,8.7,25.4,1.43,1.3,0.0
2006-07-13,28080.0,9.8,27.1,1.46,1.9,0.0
2006-07-14,27821.0,12.1,23.7,1.2,2.8,0.0
2006-07-15,27562.0,7.0,26.7,1.15,2.5,0.0
2006-07-16,27994.0,15.6,29.5,1.19,2.6,0.0
2006-07-17,27907.0,13.4,31.2,1.32,2.1,0.0
2006-07-18,27216.0,12.4,33.6,1.49,1.3,0.0
2006-07-19,26611.0,17.4,35.9,1.61,1.7,0.0
2006-07-20,21686.0,19.9,30.0,2.01,2.6,0.0
2006-07-21,25315.0,18.0,31.3,1.99,1.8,0.0
2006-07-22,15379.0,16.9,30.4,2.19,1.9,0.3
2006-07-23,17107.0,15.9,28.4,2.14,2.1,0.0
2006-07-24,25488.0,13.2,29.9,1.77,1.3,0.0
2006-07-25,24710.0,17.4,31.7,1.7,2.4,0.0
2006-07-26,22637.0,18.9,33.3,1.85,1.7,0.0
2006-07-27,12010.0,16.6,27.5,2.08,1.3,0.0
2006-07-28,12614.0,16.3,28.7,2.13,1.1,0.9
2006-07-29,17280.0,13.9,28.2,1.87,1.4,0.0
2006-07-30,12096.0,15.6,28.2,1.88,2.1,5.3
2006-07-31,18058.0,14.7,24.4,1.61,2.3,0.1
2006-08-01,8294.0,13.9,21.0,1.72,3.5,9.7
2006-08-02,11405.0,13.5,20.8,1.62,3.9,8.4
2006-08-03,8467.0,13.0,19.2,1.65,1.4,7.2
2006-08-04,14774.0,15.7,22.9,1.88,2.3,25.1
2006-08-05,19786.0,15.4,24.7,1.92,1.9,0.0
2006-08-06,20304.0,14.0,24.8,1.73,1.8,0.0
2006-08-07,14256.0,10.5,24.5,1.83,1.8,0.0
2006-08-08,10541.0,11.1,20.3,1.47,1.5,0.5
2006-08-09,6912.0,9.1,19.1,1.54,1.8,1.7
2006-08-10,9158.0,9.9,17.8,1.42,2.3,1.7
2006-08-11,9763.0,9.6,16.5,1.43,2.0,9.7
2006-08-12,11837.0,10.2,18.4,1.43,1.1,0.8
2006-08-13,21168.0,6.2,21.7,1.2,1.7,0.0
2006-08-14,6394.0,11.0,19.6,1.67,3.1,9.4
2006-08-15,7949.0,14.3,19.2,1.69,3.1,1.8
2006-08-16,15811.0,13.9,23.6,1.68,1.7,14.5
2006-08-17,13910.0,14.7,23.5,1.95,2.4,0.2
2006-08-18,12355.0,16.5,22.9,1.84,2.8,3.0
2006-08-19,16934.0,14.9,24.3,1.8,2.6,1.8
2006-08-20,8986.0,13.9,19.4,1.76,3.8,17.8
2006-08-21,13306.0,11.9,21.1,1.69,3.5,10.5
2006-08-22,15120.0,11.0,19.8,1.53,2.5,1.1
2006-08-23,18403.0,10.2,21.5,1.46,1.5,0.0
2006-08-24,10541.0,11.3,20.2,1.62,1.9,9.6
2006-08-25,8035.0,10.8,20.0,1.65,1.3,26.5
2006-08-26,7776.0,10.1,18.6,1.5,1.2,0.1
2006-08-27,11750.0,11.9,20.2,1.56,2.1,4.8
2006-08-28,8640.0,11.0,17.3,1.44,3.1,23.0
2006-08-29,10800.0,9.2,17.3,1.29,2.3,15.9
2006-08-30,10282.0,9.5,17.8,1.34,1.9,9.2
2006-08-31,8294.0,13.4,21.0,1.75,2.0,0.0
2006-09-01,7690.0,13.0,20.6,1.74,2.9,0.1
2006-09-02,2765.0,16.7,21.8,2.06,5.8,3.8
2006-09-03,14429.0,12.4,21.4,1.61,3.1,0.1
2006-09-04,5875.0,12.0,22.5,1.91,1.6,0.0
2006-09-05,16157.0,16.1,25.1,2.02,1.7,0.0
2006-09-06,10714.0,9.7,19.9,1.57,2.0,0.1
2006-09-07,17366.0,8.3,19.4,1.22,1.4,0.0
2006-09-08,18749.0,4.4,20.8,1.23,2.7,0.0
2006-09-09,18058.0,11.1,24.4,1.36,2.5,0.0
2006-09-10,16070.0,8.8,26.7,1.6,1.0,0.0
2006-09-11,16157.0,10.7,28.5,1.84,1.6,0.0
2006-09-12,15466.0,17.9,28.1,1.95,2.1,0.0
2006-09-13,13565.0,17.7,27.9,1.87,2.4,0.0
2006-09-14,15034.0,17.3,26.2,1.53,2.7,0.0
2006-09-15,13824.0,15.4,26.9,1.8,1.3,0.0
2006-09-16,7862.0,12.7,20.5,1.81,2.0,0.0
2006-09-17,5530.0,14.5,20.2,1.79,1.7,0.0
2006-09-18,6048.0,10.0,18.5,1.46,2.6,2.0
2006-09-19,15466.0,9.7,21.1,1.27,2.3,0.0
2006-09-20,15638.0,11.7,25.7,1.52,3.0,0.0
2006-09-21,13306.0,16.4,26.9,1.63,3.0,0.0
2006-09-22,6394.0,14.5,24.0,1.8,1.4,0.0
2006-09-23,8122.0,15.6,24.9,1.91,1.9,0.0
2006-09-24,5962.0,15.2,22.0,1.83,2.4,0.0
2006-09-25,4234.0,13.0,19.4,1.76,2.3,3.7
2006-09-26,10627.0,11.7,19.9,1.53,1.5,0.0
2006-09-27,9331.0,13.0,21.8,1.57,1.8,0.0
2006-09-28,8294.0,13.9,22.2,1.73,2.5,0.0
2006-09-29,12269.0,12.1,21.7,1.51,1.8,0.0
2006-09-30,6566.0,13.5,20.8,1.59,3.4,1.5
2006-10-01,6048.0,12.7,17.7,1.53,5.0,7.2
2006-10-02,4579.0,11.3,17.4,1.47,2.7,0.0
2006-10-03,6912.0,9.1,16.1,1.4,2.9,4.1
2006-10-04,8986.0,9.7,16.6,1.34,3.9,6.8
2006-10-05,1728.0,13.9,16.4,1.64,5.3,7.0
2006-10-06,11578.0,10.1,16.6,1.26,4.6,0.7
2006-10-07,6739.0,8.5,16.7,1.26,2.2,0.0
2006-10-08,8813.0,9.0,18.7,1.44,1.7,0.0
2006-10-09,3974.0,10.5,18.6,1.7,1.7,0.8
2006-10-10,10195.0,12.5,20.0,1.63,2.8,0.0
2006-10-11,5098.0,10.3,19.7,1.67,1.4,0.0
2006-10-12,5098.0,4.8,17.7,0.83,1.1,0.0
2006-10-13,7517.0,9.5,16.6,1.34,2.8,0.0
2006-10-14,7344.0,7.5,15.2,1.18,3.1,0.0
2006-10-15,10195.0,5.6,17.4,1.09,3.1,0.0
2006-10-16,9418.0,7.7,16.7,1.15,2.4,0.0
2006-10-17,4406.0,10.4,16.8,1.46,1.9,2.4
2006-10-18,4320.0,11.9,16.9,1.55,2.9,0.9
2006-10-19,4838.0,13.6,17.2,1.54,3.2,0.2
2006-10-20,5962.0,13.1,16.9,1.54,3.5,0.1
2006-10-21,4579.0,11.6,17.3,1.52,4.2,5.4
2006-10-22,5270.0,11.9,18.9,1.71,3.9,11.2
2006-10-23,3456.0,9.8,15.7,1.42,3.7,5.7
2006-10-24,4061.0,8.4,14.8,1.29,3.0,2.0
2006-10-25,5616.0,13.7,21.9,1.7,4.1,0.0
2006-10-26,7344.0,8.4,15.5,1.21,2.7,0.0
2006-10-27,2160.0,7.8,16.1,1.49,3.1,1.2
2006-10-28,5011.0,7.4,16.4,1.4,3.2,0.0
2006-10-29,5011.0,6.8,14.8,1.2,2.3,0.0
2006-10-30,2246.0,7.3,15.7,1.24,5.1,2.0
2006-10-31,6221.0,0.1,10.8,0.727,3.4,4.5
2006-11-01,6134.0,-0.7,9.2,0.782,1.6,2.2
2006-11-02,3456.0,0.3,9.8,0.87,1.1,0.3
2006-11-03,3974.0,4.4,11.7,1.015,2.3,0.0
2006-11-04,1901.0,8.8,12.4,1.192,3.6,0.0
2006-11-05,2592.0,9.7,12.5,1.234,2.7,0.0
2006-11-06,1728.0,0.0,9.9,0.922,1.7,0.0
2006-11-07,2419.0,2.6,12.8,1.096,4.2,4.7
2006-11-08,4666.0,4.3,12.6,0.972,2.6,0.2
2006-11-09,4666.0,1.6,10.6,0.871,2.0,0.0
2006-11-10,2419.0,5.6,12.0,0.996,5.3,20.9
2006-11-11,2851.0,5.2,9.2,0.936,3.5,4.8
2006-11-12,1037.0,7.1,14.0,1.231,4.5,4.0
2006-11-13,3197.0,9.9,14.2,1.326,4.2,4.0
2006-11-14,2333.0,10.7,15.0,1.36,3.7,0.3
2006-11-15,2160.0,10.7,17.0,1.338,3.9,4.5
2006-11-16,3802.0,8.8,12.9,1.172,3.2,0.5
2006-11-17,3370.0,4.7,11.5,0.977,2.8,0.6
2006-11-18,950.0,4.5,6.9,0.884,1.9,3.2
2006-11-19,605.0,4.9,9.5,0.986,5.1,8.9
2006-11-20,2678.0,2.8,9.7,0.97,3.2,9.7
2006-11-21,1728.0,3.0,8.4,0.911,4.3,5.4
2006-11-22,605.0,7.2,13.0,1.202,5.1,9.4
2006-11-23,2592.0,7.3,13.5,1.182,4.0,0.4
2006-11-24,864.0,9.9,17.7,1.292,5.3,2.7
2006-11-25,2678.0,7.8,13.6,1.162,3.0,0.0
2006-11-26,2938.0,6.4,14.9,1.236,2.8,0.0
2006-11-27,3024.0,8.7,14.7,1.271,2.7,0.6
2006-11-28,3974.0,5.3,11.5,1.042,2.0,0.0
2006-11-29,1555.0,3.1,6.7,0.856,2.9,0.0
2006-11-30,5011.0,6.8,14.8,1.2,2.3,0.0
2006-12-01,2246.0,7.3,15.7,1.24,5.1,2.0
2006-12-02,6221.0,0.1,10.8,0.727,3.4,4.5
2006-12-03,6134.0,-0.7,9.2,0.782,1.6,2.2
2006-12-04,3456.0,0.3,9.8,0.87,1.1,0.3
2006-12-05,3974.0,4.4,11.7,1.015,2.3,0.0
2006-12-06,1901.0,8.8,12.4,1.192,3.6,0.0
2006-12-07,2592.0,9.7,12.5,1.234,2.7,0.0
2006-12-08,1728.0,0.0,9.9,0.922,1.7,0.0
2006-12-09,2419.0,2.6,12.8,1.096,4.2,4.7
2006-12-10,4666.0,4.3,12.6,0.972,2.6,0.2
2006-12-11,4666.0,1.6,10.6,0.871,2.0,0.0
2006-12-12,2419.0,5.6,12.0,0.996,5.3,20.9
2006-12-13,2851.0,5.2,9.2,0.936,3.5,4.8
2006-12-14,1037.0,7.1,14.0,1.231,4.5,4.0
2006-12-15,3197.0,9.9,14.2,1.326,4.2,4.0
2006-12-16,2333.0,10.7,15.0,1.36,3.7,0.3
2006-12-17,2160.0,10.7,17.0,1.338,3.9,4.5
2006-12-18,3802.0,8.8,12.9,1.172,3.2,0.5
2006-12-19,3370.0,4.7,11.5,0.977,2.8,0.6
2006-12-20,950.0,4.5,6.9,0.884,1.9,3.2
2006-12-21,605.0,4.9,9.5,0.986,5.1,8.9
2006-12-22,2678.0,2.8,9.7,0.97,3.2,9.7
2006-12-23,1728.0,3.0,8.4,0.911,4.3,5.4
2006-12-24,605.0,7.2,13.0,1.202,5.1,9.4
2006-12-25,2592.0,7.3,13.5,1.182,4.0,0.4
2006-12-26,864.0,9.9,17.7,1.292,5.3,2.7
2006-12-27,2678.0,7.8,13.6,1.162,3.0,0.0
2006-12-28,2938.0,6.4,14.9,1.236,2.8,0.0
2006-12-29,3024.0,8.7,14.7,1.271,2.7,0.6
2006-12-30,3974.0,5.3,11.5,1.042,2.0,0.0
2006-12-31,1555.0,3.1,6.7,0.856,2.9,0.0
2007-01-01,1382.0,4.7,12.1,0.92,5.9,3.7
2007-01-02,1210.0,2.9,7.1,0.85,3.7,5.8
2007-01-03,778.0,2.0,8.9,0.9,4.0,1.7
2007-01-04,1210.0,6.9,9.8,1.05,6.1,7.9
2007-01-05,864.0,5.4,10.1,1.06,3.8,2.3
2007-01-06,1210.0,6.3,10.8,1.08,3.2,10.5
2007-01-07,1210.0,6.2,9.8,0.99,4.8,0.5
2007-01-08,2678.0,8.1,12.0,1.06,5.1,5.9
2007-01-09,1123.0,11.9,13.8,1.19,7.4,0.2
2007-01-10,518.0,6.6,13.5,1.09,6.6,4.1
2007-01-11,173.0,5.3,10.3,0.88,8.3,19.3
2007-01-12,1469.0,6.2,12.4,1.05,6.7,0.0
2007-01-13,691.0,10.1,11.8,1.22,6.0,0.5
2007-01-14,4061.0,3.1,10.4,0.83,4.2,1.3
2007-01-15,3715.0,3.1,8.7,0.77,3.2,0.0
2007-01-16,1123.0,3.8,9.2,1.0,4.1,1.5
2007-01-17,1555.0,7.7,11.9,1.11,6.1,8.8
2007-01-18,259.0,7.4,13.7,0.56,9.9,28.3
2007-01-19,2592.0,8.1,11.7,1.02,5.3,2.4
2007-01-20,1123.0,6.7,13.4,1.12,7.5,3.2
2007-01-21,2938.0,4.0,7.8,0.82,6.5,5.6
2007-01-22,2160.0,-4.4,5.2,0.65,2.6,3.5
2007-01-23,3456.0,-6.0,1.2,0.44,0.7,0.0
2007-01-24,2333.0,-5.5,-0.9,0.5,1.2,0.0
2007-01-25,4320.0,-5.7,0.2,0.21,1.5,0.0
2007-01-26,1210.0,-2.2,4.2,0.63,4.0,4.7
2007-01-27,3024.0,0.7,6.4,0.71,2.4,0.3
2007-01-28,691.0,4.7,8.1,0.9,5.3,2.4
2007-01-29,2333.0,6.8,9.7,0.99,2.7,0.2
2007-01-30,1901.0,6.6,9.2,1.01,2.1,0.0
2007-01-31,2765.0,3.3,8.7,0.89,4.2,0.6
2007-02-01,950.0,6.5,9.5,0.1,1.5,0.0
2007-02-02,1642.0,2.2,9.9,0.96,2.6,0.0
2007-02-03,6480.0,0.3,10.3,0.76,1.4,0.0
2007-02-04,3629.0,-2.8,9.1,0.75,0.9,0.0
2007-02-05,2333.0,-2.6,4.7,0.67,1.3,0.7
2007-02-06,5098.0,-2.6,5.3,0.62,1.1,0.1
2007-02-07,5098.0,-2.4,3.2,0.58,2.4,0.0
2007-02-08,1382.0,-3.2,3.8,0.617,4.0,10.6
2007-02-09,1642.0,1.4,3.9,0.7,2.7,0.3
2007-02-10,2333.0,1.5,7.3,0.78,4.3,4.6
2007-02-11,1642.0,5.2,9.9,1.0,4.0,12.5
2007-02-12,3197.0,6.5,11.9,1.03,4.9,7.9
2007-02-13,2506.0,5.4,9.3,0.97,5.0,3.9
2007-02-14,1210.0,5.1,6.4,0.9,2.8,7.9
2007-02-15,8294.0,1.3,11.2,0.82,2.3,0.0
2007-02-16,6739.0,3.1,11.9,0.7,4.8,0.0
2007-02-17,5875.0,3.2,10.9,0.74,3.6,0.0
2007-02-18,1814.0,2.1,6.4,0.82,1.5,0.0
2007-02-19,3715.0,2.8,7.5,0.82,1.9,0.0
2007-02-20,6048.0,4.6,11.5,0.96,2.4,0.0
2007-02-21,1814.0,4.2,10.1,1.0,2.9,1.6
2007-02-22,6826.0,3.3,11.8,0.888,2.9,0.0
2007-02-23,2678.0,6.6,11.9,1.05,3.2,1.2
2007-02-24,3715.0,8.4,12.6,1.09,4.6,5.3
2007-02-25,2074.0,6.3,9.0,1.0,3.6,12.7
2007-02-26,1987.0,5.2,8.3,0.9,4.2,2.5
2007-02-27,1987.0,3.7,11.2,0.95,4.1,11.7
2007-02-28,4493.0,7.0,11.9,1.04,7.3,9.5
2007-03-01,7171.0,5.1,10.2,0.898,6.5,14.1
2007-03-02,5443.0,3.0,8.6,0.768,3.7,2.3
2007-03-03,2419.0,4.1,8.5,0.859,3.2,9.2
2007-03-04,6394.0,3.3,12.4,0.888,3.3,0.0
2007-03-05,7862.0,6.7,11.3,0.88,5.1,7.4
2007-03-06,1728.0,7.9,9.6,1.02,5.9,16.4
2007-03-07,4234.0,6.2,10.4,1.044,3.5,3.3
2007-03-08,12096.0,3.3,13.3,0.9,2.0,0.0
2007-03-09,2160.0,3.0,8.3,0.9,2.8,4.5
2007-03-10,11923.0,1.5,11.9,0.84,2.9,0.0
2007-03-11,10800.0,3.9,13.9,0.97,2.3,0.0
2007-03-12,13824.0,2.3,16.6,0.82,1.6,0.0
2007-03-13,12701.0,0.3,14.0,0.86,1.8,0.0
2007-03-14,9158.0,-2.0,12.4,0.76,1.0,0.0
2007-03-15,13046.0,-1.5,13.1,0.76,1.1,0.0
2007-03-16,3888.0,5.5,11.3,1.0,2.7,0.3
2007-03-17,4234.0,8.0,13.6,1.08,5.5,0.1
2007-03-18,7517.0,1.9,9.6,0.802,7.1,12.3
2007-03-19,6998.0,-1.0,6.9,0.67,2.8,2.9
2007-03-20,8381.0,-1.2,7.3,0.71,2.3,2.4
2007-03-21,9418.0,0.0,9.1,0.67,2.7,1.3
2007-03-22,7344.0,4.7,9.6,0.69,4.5,0.0
2007-03-23,4320.0,4.1,8.4,0.69,3.5,0.0
2007-03-24,5875.0,5.2,12.5,0.89,3.1,0.0
2007-03-25,12960.0,6.2,14.1,0.73,4.0,0.0
2007-03-26,16330.0,6.7,16.9,0.71,4.6,0.0
2007-03-27,16330.0,7.4,16.9,0.66,4.2,0.0
2007-03-28,14342.0,2.9,17.1,0.71,2.7,0.0
2007-03-29,8381.0,1.2,14.5,0.97,1.7,0.2
2007-03-30,14429.0,2.5,15.7,0.45,2.1,0.7
2007-03-31,15725.0,5.7,16.1,0.81,3.9,0.0
2007-04-01,17712.0,7.3,17.3,0.63,4.2,0.0
2007-04-02,16934.0,4.7,18.8,0.69,2.9,0.0
2007-04-03,8122.0,3.8,11.0,0.78,3.1,0.0
2007-04-04,18749.0,0.9,12.4,0.64,2.2,0.0
2007-04-05,16416.0,-0.7,15.7,0.9,1.4,0.0
2007-04-06,17021.0,3.6,17.9,0.92,2.1,0.0
2007-04-07,10627.0,3.6,13.3,0.86,1.5,0.0
2007-04-08,18317.0,-1.5,15.1,0.8,2.1,0.0
2007-04-09,16157.0,4.7,15.5,0.97,3.0,0.0
2007-04-10,8899.0,6.7,15.5,1.17,2.5,0.0
2007-04-11,11318.0,6.2,16.3,1.1,1.5,0.0
2007-04-12,19008.0,3.5,20.5,1.03,2.4,0.0
2007-04-13,16070.0,9.4,23.7,1.23,2.2,0.0
2007-04-14,19699.0,6.7,26.5,1.16,1.9,0.0
2007-04-15,21082.0,8.5,27.3,1.09,1.8,0.0
2007-04-16,20131.0,6.4,26.9,1.17,1.5,0.0
2007-04-17,15898.0,4.4,14.2,1.01,2.1,0.0
2007-04-18,14688.0,2.0,14.3,0.8,1.3,0.0
2007-04-19,21427.0,0.7,16.8,0.87,2.9,0.0
2007-04-20,19440.0,3.3,12.4,0.67,1.7,0.0
2007-04-21,21082.0,-1.8,14.7,0.61,1.9,0.0
2007-04-22,22291.0,0.4,20.1,0.77,1.4,0.0
2007-04-23,17107.0,7.0,22.9,0.99,1.8,0.0
2007-04-24,13738.0,10.3,22.2,1.38,1.3,0.0
2007-04-25,17971.0,13.5,28.1,1.4,2.1,0.0
2007-04-26,20822.0,9.4,27.7,1.459,1.6,0.0
2007-04-27,21946.0,6.7,26.6,1.03,2.1,0.0
2007-04-28,22291.0,8.0,26.8,1.14,1.8,0.0
2007-04-29,24106.0,11.3,21.6,0.93,4.0,0.0
2007-04-30,25229.0,6.6,19.4,0.63,4.3,0.0
2007-05-01,24710.0,8.2,21.4,0.8,3.5,0.0
2007-05-02,25142.0,7.5,21.2,0.7,3.0,0.0
2007-05-03,22550.0,3.9,21.2,0.92,2.0,0.0
2007-05-04,20736.0,6.0,23.1,0.92,2.5,0.0
2007-05-05,23933.0,7.7,20.9,1.09,2.7,0.0
2007-05-06,15984.0,1.9,17.6,1.07,3.2,0.1
2007-05-07,2246.0,10.9,14.1,1.45,4.3,27.7
2007-05-08,13738.0,9.3,15.9,1.21,5.1,12.3
2007-05-09,11405.0,9.7,16.2,1.29,3.6,4.5
2007-05-10,11318.0,10.8,16.9,1.33,5.0,9.9
2007-05-11,8726.0,10.1,15.0,1.29,4.5,8.2
2007-05-12,12528.0,10.9,17.3,1.3,4.6,6.7
2007-05-13,12010.0,11.5,18.7,1.48,2.9,0.8
2007-05-14,9850.0,9.8,17.3,1.33,3.3,7.2
2007-05-15,21341.0,8.1,16.2,1.06,2.4,0.8
2007-05-16,14256.0,8.3,16.4,1.18,2.9,20.7
2007-05-17,14947.0,5.4,15.5,1.02,1.4,1.4
2007-05-18,20822.0,5.2,22.6,1.58,2.9,0.0
2007-05-19,22723.0,6.5,18.4,1.19,3.1,0.8
2007-05-20,16070.0,4.3,19.8,1.29,1.6,5.7
2007-05-21,6739.0,12.8,19.4,1.8,1.0,0.0
2007-05-22,9245.0,6.6,19.1,1.61,1.2,0.0
2007-05-23,27216.0,5.0,22.0,1.14,1.3,0.0
2007-05-24,26784.0,8.5,24.9,1.33,1.2,0.0
2007-05-25,20390.0,12.6,25.4,1.62,1.3,0.0
2007-05-26,16762.0,12.5,18.4,1.39,2.1,2.7
2007-05-27,10454.0,11.1,18.9,1.431,1.9,5.5
2007-05-28,7949.0,10.4,15.3,1.39,1.4,2.7
2007-05-29,8554.0,6.4,13.0,1.16,3.8,0.3
2007-05-30,25142.0,6.3,19.9,0.98,2.9,0.0
2007-05-31,17107.0,9.6,20.9,1.44,2.0,3.3
2007-06-01,24797.0,8.6,24.4,1.23,1.6,0.0
2007-06-02,21600.0,9.3,24.1,1.31,1.6,0.0
2007-06-03,15034.0,11.2,22.4,1.64,1.6,0.0
2007-06-04,21859.0,10.6,23.4,1.45,1.8,0.0
2007-06-05,21773.0,14.8,24.1,1.6,2.1,0.0
2007-06-06,20563.0,13.5,23.8,1.67,1.9,0.0
2007-06-07,20909.0,14.3,27.8,1.89,1.9,0.0
2007-06-08,22550.0,16.8,31.1,2.04,2.4,12.1
2007-06-09,10800.0,15.3,22.4,2.0,1.9,4.3
2007-06-10,11837.0,15.5,23.6,1.979,1.4,18.7
2007-06-11,16502.0,16.2,26.8,2.09,1.3,0.0
2007-06-12,5443.0,14.5,18.6,1.78,2.4,0.0
2007-06-13,18058.0,13.3,22.1,1.79,2.3,0.0
2007-06-14,16848.0,12.9,26.2,1.891,1.9,17.5
2007-06-15,11923.0,15.8,21.7,1.86,2.6,0.2
2007-06-16,15725.0,14.0,20.5,1.62,3.1,1.3
2007-06-17,17280.0,13.8,20.9,1.58,3.0,1.1
2007-06-18,10973.0,13.0,21.0,1.76,1.6,10.0
2007-06-19,28080.0,9.9,25.3,1.51,1.7,0.0
2007-06-20,20563.0,13.1,23.3,1.81,2.3,0.7
2007-06-21,5357.0,13.7,19.5,1.69,1.3,3.8
2007-06-22,17366.0,13.7,21.3,1.61,2.2,3.8
2007-06-23,13392.0,13.4,19.2,1.68,2.8,9.3
2007-06-24,14602.0,12.4,19.3,1.62,2.5,2.7
2007-06-25,12614.0,11.9,20.7,1.62,2.4,4.0
2007-06-26,12182.0,8.9,15.5,1.31,4.5,4.6
2007-06-27,19613.0,8.4,17.4,1.15,4.2,0.4
2007-06-28,25747.0,12.1,18.5,1.17,3.4,1.2
2007-06-29,6221.0,12.5,16.9,1.56,4.2,8.8
2007-06-30,11578.0,14.6,19.4,1.64,2.9,0.1
2007-07-01,19526.0,16.7,24.3,1.9,2.5,0.9
2007-07-02,15725.0,14.8,20.7,1.74,3.2,9.0
2007-07-03,9850.0,13.5,18.5,1.59,3.4,2.0
2007-07-04,8986.0,11.6,17.0,1.55,3.1,16.8
2007-07-05,18144.0,11.8,19.8,1.55,3.7,23.8
2007-07-06,4579.0,13.1,16.5,1.51,6.1,5.8
2007-07-07,19786.0,11.7,20.6,1.51,4.1,1.1
2007-07-08,22032.0,10.8,22.3,1.35,1.4,0.7
2007-07-09,20390.0,11.0,20.3,1.36,1.5,0.4
2007-07-10,16762.0,9.7,18.6,1.407,2.1,5.1
2007-07-11,10109.0,10.6,17.5,1.501,3.2,0.7
2007-07-12,10022.0,12.5,19.6,1.652,3.3,1.4
2007-07-13,14861.0,16.3,25.1,2.064,2.9,0.1
2007-07-14,19958.0,14.5,25.2,2.02,3.3,0.0
2007-07-15,16330.0,14.4,29.8,2.23,1.6,0.0
2007-07-16,17885.0,16.9,28.6,2.228,1.9,0.8
2007-07-17,22032.0,13.8,23.4,1.644,3.4,2.1
2007-07-18,20131.0,12.6,22.9,1.6,1.9,2.2
2007-07-19,21168.0,10.0,25.0,1.455,1.2,0.0
